country_name,country_code,series_name,series_code,2014,2015,2016,2017,2018
Suriname,SUR,Control of Corruption: Percentile Rank,CC.PER.RNK,39.90385,50.48077,46.15385,50,48.07692
Suriname,SUR,Government Effectiveness: Percentile Rank,GE.PER.RNK,46.15385,41.82692,39.90385,29.80769,25.48077
Suriname,SUR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,28.84615,29.32692,27.88461,31.73077,28.84615
Suriname,SUR,Rule of Law: Percentile Rank,RL.PER.RNK,51.92308,49.03846,49.51923,50,51.92308
Suriname,SUR,Voice and Accountability: Percentile Rank,VA.PER.RNK,64.53202,59.60591,61.08374,61.08374,58.12808
Sweden,SWE,Control of Corruption: Percentile Rank,CC.PER.RNK,98.07692,98.55769,98.07692,98.07692,98.07692
Sweden,SWE,Government Effectiveness: Percentile Rank,GE.PER.RNK,95.67308,96.63461,94.71154,96.15385,96.15385
Sweden,SWE,Regulatory Quality: Percentile Rank,RQ.PER.RNK,96.63461,97.11539,97.11539,95.67308,97.59615
Sweden,SWE,Rule of Law: Percentile Rank,RL.PER.RNK,97.59615,99.03846,99.51923,99.03846,98.55769
Sweden,SWE,Voice and Accountability: Percentile Rank,VA.PER.RNK,99.50739,99.50739,99.50739,99.50739,97.53695
Switzerland,CHE,Control of Corruption: Percentile Rank,CC.PER.RNK,97.59615,97.59615,95.67308,96.63461,96.63461
Switzerland,CHE,Government Effectiveness: Percentile Rank,GE.PER.RNK,99.51923,99.51923,99.51923,99.51923,99.51923
Switzerland,CHE,Regulatory Quality: Percentile Rank,RQ.PER.RNK,96.15385,95.19231,98.07692,97.11539,96.63461
Switzerland,CHE,Rule of Law: Percentile Rank,RL.PER.RNK,98.07692,97.59615,98.07692,98.55769,99.03846
Switzerland,CHE,Voice and Accountability: Percentile Rank,VA.PER.RNK,99.01478,98.52217,97.53695,98.02956,99.01478
Syrian Arab Republic,SYR,Control of Corruption: Percentile Rank,CC.PER.RNK,2.403846,1.923077,2.403846,2.403846,1.442308
Syrian Arab Republic,SYR,Government Effectiveness: Percentile Rank,GE.PER.RNK,7.211538,5.288462,2.403846,2.403846,3.365385
Syrian Arab Republic,SYR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,3.846154,4.326923,3.846154,3.365385,3.365385
Syrian Arab Republic,SYR,Rule of Law: Percentile Rank,RL.PER.RNK,5.769231,4.807693,0.9615384,0.9615384,0.9615384
Syrian Arab Republic,SYR,Voice and Accountability: Percentile Rank,VA.PER.RNK,3.448276,2.955665,1.477833,1.970443,1.970443
"Taiwan, China",TWN,Control of Corruption: Percentile Rank,CC.PER.RNK,76.92308,76.92308,79.32692,81.25,82.21154
"Taiwan, China",TWN,Government Effectiveness: Percentile Rank,GE.PER.RNK,87.98077,87.98077,89.42308,86.53846,88.46154
"Taiwan, China",TWN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,89.42308,89.42308,87.01923,89.42308,89.42308
"Taiwan, China",TWN,Rule of Law: Percentile Rank,RL.PER.RNK,85.57692,84.61539,85.57692,84.61539,83.17308
"Taiwan, China",TWN,Voice and Accountability: Percentile Rank,VA.PER.RNK,72.9064,74.87685,79.80296,80.78818,78.81773
Tajikistan,TJK,Control of Corruption: Percentile Rank,CC.PER.RNK,12.5,11.53846,12.01923,7.692307,6.25
Tajikistan,TJK,Government Effectiveness: Percentile Rank,GE.PER.RNK,22.11539,19.71154,13.94231,12.98077,12.01923
Tajikistan,TJK,Regulatory Quality: Percentile Rank,RQ.PER.RNK,14.90385,13.94231,12.01923,12.01923,12.5
Tajikistan,TJK,Rule of Law: Percentile Rank,RL.PER.RNK,13.94231,13.46154,10.57692,8.173077,7.692307
Tajikistan,TJK,Voice and Accountability: Percentile Rank,VA.PER.RNK,6.896552,5.91133,5.91133,4.926108,4.926108
Tanzania,TZA,Control of Corruption: Percentile Rank,CC.PER.RNK,25.48077,27.40385,35.09615,40.86538,39.42308
Tanzania,TZA,Government Effectiveness: Percentile Rank,GE.PER.RNK,26.44231,31.73077,34.61538,27.88461,21.15385
Tanzania,TZA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,41.34615,40.38462,35.57692,29.80769,29.32692
Tanzania,TZA,Rule of Law: Percentile Rank,RL.PER.RNK,39.90385,42.30769,37.98077,34.13462,31.25
Tanzania,TZA,Voice and Accountability: Percentile Rank,VA.PER.RNK,41.37931,38.91626,39.40887,37.43842,34.48276
Thailand,THA,Control of Corruption: Percentile Rank,CC.PER.RNK,38.94231,37.01923,42.30769,42.78846,40.86538
Thailand,THA,Government Effectiveness: Percentile Rank,GE.PER.RNK,65.38461,65.86539,66.34615,66.82692,66.82692
Thailand,THA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,61.53846,63.46154,60.09615,59.61538,59.61538
Thailand,THA,Rule of Law: Percentile Rank,RL.PER.RNK,48.55769,50.96154,54.32692,54.80769,54.80769
Thailand,THA,Voice and Accountability: Percentile Rank,VA.PER.RNK,23.15271,22.16749,21.67488,21.18227,20.19704
Timor-Leste,TLS,Control of Corruption: Percentile Rank,CC.PER.RNK,35.57692,36.53846,34.61538,35.09615,38.46154
Timor-Leste,TLS,Government Effectiveness: Percentile Rank,GE.PER.RNK,12.5,13.46154,14.42308,16.34615,15.86539
Timor-Leste,TLS,Regulatory Quality: Percentile Rank,RQ.PER.RNK,19.23077,15.86539,13.94231,24.03846,21.15385
Timor-Leste,TLS,Rule of Law: Percentile Rank,RL.PER.RNK,10.57692,11.05769,10.09615,10.09615,10.09615
Timor-Leste,TLS,Voice and Accountability: Percentile Rank,VA.PER.RNK,50.73891,54.18719,54.18719,57.63547,59.60591
Togo,TGO,Control of Corruption: Percentile Rank,CC.PER.RNK,18.26923,25.48077,28.36539,25.96154,25.48077
Togo,TGO,Government Effectiveness: Percentile Rank,GE.PER.RNK,9.615385,11.05769,12.98077,12.5,12.98077
Togo,TGO,Regulatory Quality: Percentile Rank,RQ.PER.RNK,22.59615,23.07692,22.59615,21.63461,26.92308
Togo,TGO,Rule of Law: Percentile Rank,RL.PER.RNK,20.19231,23.07692,30.28846,24.51923,29.80769
Togo,TGO,Voice and Accountability: Percentile Rank,VA.PER.RNK,26.10837,27.58621,31.52709,29.06404,27.0936
Tonga,TON,Control of Corruption: Percentile Rank,CC.PER.RNK,47.11538,38.94231,38.46154,51.44231,55.28846
Tonga,TON,Government Effectiveness: Percentile Rank,GE.PER.RNK,52.40385,42.78846,42.78846,44.23077,58.65385
Tonga,TON,Regulatory Quality: Percentile Rank,RQ.PER.RNK,36.53846,37.01923,37.5,37.01923,37.5
Tonga,TON,Rule of Law: Percentile Rank,RL.PER.RNK,51.44231,48.55769,60.09615,62.01923,64.90385
Tonga,TON,Voice and Accountability: Percentile Rank,VA.PER.RNK,69.45813,70.93596,68.96552,67.98029,66.50246
Trinidad and Tobago,TTO,Control of Corruption: Percentile Rank,CC.PER.RNK,42.78846,47.11538,50,44.23077,44.23077
Trinidad and Tobago,TTO,Government Effectiveness: Percentile Rank,GE.PER.RNK,64.42308,62.98077,62.98077,62.98077,60.57692
Trinidad and Tobago,TTO,Regulatory Quality: Percentile Rank,RQ.PER.RNK,60.57692,56.73077,56.73077,56.73077,55.28846
Trinidad and Tobago,TTO,Rule of Law: Percentile Rank,RL.PER.RNK,53.36538,52.88462,50,50.96154,50.48077
Trinidad and Tobago,TTO,Voice and Accountability: Percentile Rank,VA.PER.RNK,62.56158,63.05419,66.00985,66.50246,67.48769
Tunisia,TUN,Control of Corruption: Percentile Rank,CC.PER.RNK,55.76923,55.76923,53.36538,53.84615,56.25
Tunisia,TUN,Government Effectiveness: Percentile Rank,GE.PER.RNK,48.07692,49.03846,44.23077,50.48077,48.55769
Tunisia,TUN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,39.42308,37.98077,33.17308,36.05769,35.57692
Tunisia,TUN,Rule of Law: Percentile Rank,RL.PER.RNK,52.88462,55.28846,54.80769,55.76923,56.25
Tunisia,TUN,Voice and Accountability: Percentile Rank,VA.PER.RNK,55.17241,55.66502,56.15763,52.70936,53.69458
Turkey,TUR,Control of Corruption: Percentile Rank,CC.PER.RNK,52.88462,53.36538,50.48077,49.51923,43.75
Turkey,TUR,Government Effectiveness: Percentile Rank,GE.PER.RNK,67.78846,62.01923,54.80769,55.28846,53.84615
Turkey,TUR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,66.34615,62.5,61.05769,57.21154,52.40385
Turkey,TUR,Rule of Law: Percentile Rank,RL.PER.RNK,57.21154,53.36538,46.63462,45.19231,42.30769
Turkey,TUR,Voice and Accountability: Percentile Rank,VA.PER.RNK,36.4532,35.46798,30.04926,27.58621,25.12315
Turkmenistan,TKM,Control of Corruption: Percentile Rank,CC.PER.RNK,6.730769,5.769231,4.326923,4.326923,8.173077
Turkmenistan,TKM,Government Effectiveness: Percentile Rank,GE.PER.RNK,18.75,19.23077,11.53846,10.09615,14.42308
Turkmenistan,TKM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,1.923077,1.923077,1.923077,1.923077,2.884615
Turkmenistan,TKM,Rule of Law: Percentile Rank,RL.PER.RNK,5.288462,5.288462,6.25,6.25,6.25
Turkmenistan,TKM,Voice and Accountability: Percentile Rank,VA.PER.RNK,0,0,0.9852217,0.9852217,0.9852217
Tuvalu,TUV,Control of Corruption: Percentile Rank,CC.PER.RNK,57.21154,56.73077,58.65385,58.65385,58.65385
Tuvalu,TUV,Government Effectiveness: Percentile Rank,GE.PER.RNK,16.82692,15.86539,17.30769,21.63461,23.07692
Tuvalu,TUV,Regulatory Quality: Percentile Rank,RQ.PER.RNK,20.19231,28.36539,28.84615,22.11539,30.28846
Tuvalu,TUV,Rule of Law: Percentile Rank,RL.PER.RNK,66.82692,65.38461,67.78846,71.15385,70.67308
Tuvalu,TUV,Voice and Accountability: Percentile Rank,VA.PER.RNK,79.80296,83.25123,83.25123,83.74384,87.68473
Uganda,UGA,Control of Corruption: Percentile Rank,CC.PER.RNK,12.98077,13.46154,12.98077,13.94231,14.42308
Uganda,UGA,Government Effectiveness: Percentile Rank,GE.PER.RNK,32.69231,36.53846,32.69231,31.73077,29.80769
Uganda,UGA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,46.63462,45.67308,46.15385,45.67308,41.82692
Uganda,UGA,Rule of Law: Percentile Rank,RL.PER.RNK,40.38462,40.86538,45.19231,42.30769,43.26923
Uganda,UGA,Voice and Accountability: Percentile Rank,VA.PER.RNK,30.04926,29.06404,28.57143,31.03448,28.57143
Ukraine,UKR,Control of Corruption: Percentile Rank,CC.PER.RNK,14.90385,14.90385,21.15385,22.11539,18.26923
Ukraine,UKR,Government Effectiveness: Percentile Rank,GE.PER.RNK,39.90385,34.61538,32.21154,35.09615,38.46154
Ukraine,UKR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,29.32692,29.80769,36.05769,40.38462,44.23077
Ukraine,UKR,Rule of Law: Percentile Rank,RL.PER.RNK,23.07692,22.11539,24.51923,25,24.03846
Ukraine,UKR,Voice and Accountability: Percentile Rank,VA.PER.RNK,43.34975,43.84237,47.29064,47.29064,44.82759
United Arab Emirates,ARE,Control of Corruption: Percentile Rank,CC.PER.RNK,83.17308,82.69231,84.13461,82.69231,83.65385
United Arab Emirates,ARE,Government Effectiveness: Percentile Rank,GE.PER.RNK,89.42308,91.34615,90.86539,90.86539,90.38461
United Arab Emirates,ARE,Regulatory Quality: Percentile Rank,RQ.PER.RNK,80.28846,82.69231,80.28846,80.76923,79.80769
United Arab Emirates,ARE,Rule of Law: Percentile Rank,RL.PER.RNK,75,73.07692,78.36539,77.40385,77.40385
United Arab Emirates,ARE,Voice and Accountability: Percentile Rank,VA.PER.RNK,20.19704,19.21182,20.19704,18.2266,17.73399
United Kingdom,GBR,Control of Corruption: Percentile Rank,CC.PER.RNK,93.26923,93.75,94.23077,94.71154,93.26923
United Kingdom,GBR,Government Effectiveness: Percentile Rank,GE.PER.RNK,92.78846,94.23077,92.78846,90.38461,87.98077
United Kingdom,GBR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,97.11539,98.55769,95.19231,94.23077,96.15385
United Kingdom,GBR,Rule of Law: Percentile Rank,RL.PER.RNK,94.71154,93.75,92.78846,92.78846,91.82692
United Kingdom,GBR,Voice and Accountability: Percentile Rank,VA.PER.RNK,90.14778,92.11823,93.10345,93.10345,93.59606
United States,USA,Control of Corruption: Percentile Rank,CC.PER.RNK,89.42308,89.90385,89.90385,88.94231,88.46154
United States,USA,Government Effectiveness: Percentile Rank,GE.PER.RNK,89.90385,89.90385,91.34615,92.78846,92.30769
United States,USA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,88.94231,85.57692,91.82692,92.78846,92.30769
United States,USA,Rule of Law: Percentile Rank,RL.PER.RNK,89.90385,90.38461,91.34615,91.82692,89.42308
United States,USA,Voice and Accountability: Percentile Rank,VA.PER.RNK,81.7734,84.23645,84.23645,82.26601,81.28078
Uruguay,URY,Control of Corruption: Percentile Rank,CC.PER.RNK,89.90385,89.42308,88.46154,88.46154,87.5
Uruguay,URY,Government Effectiveness: Percentile Rank,GE.PER.RNK,71.15385,72.59615,73.07692,68.26923,73.07692
Uruguay,URY,Regulatory Quality: Percentile Rank,RQ.PER.RNK,69.23077,67.30769,69.23077,73.55769,69.71154
Uruguay,URY,Rule of Law: Percentile Rank,RL.PER.RNK,75.96154,75,73.55769,72.11539,73.55769
Uruguay,URY,Voice and Accountability: Percentile Rank,VA.PER.RNK,83.25123,85.71429,86.69951,86.69951,89.16256
Uzbekistan,UZB,Control of Corruption: Percentile Rank,CC.PER.RNK,9.615385,8.653846,11.05769,12.01923,12.5
Uzbekistan,UZB,Government Effectiveness: Percentile Rank,GE.PER.RNK,27.40385,26.92308,31.73077,32.21154,33.65385
Uzbekistan,UZB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,3.365385,3.846154,4.326923,8.653846,12.01923
Uzbekistan,UZB,Rule of Law: Percentile Rank,RL.PER.RNK,10.09615,11.53846,11.53846,11.05769,12.98077
Uzbekistan,UZB,Voice and Accountability: Percentile Rank,VA.PER.RNK,2.463054,2.463054,2.955665,3.448276,6.403941
Vanuatu,VUT,Control of Corruption: Percentile Rank,CC.PER.RNK,68.75,54.32692,54.80769,57.69231,50.48077
Vanuatu,VUT,Government Effectiveness: Percentile Rank,GE.PER.RNK,32.21154,21.15385,18.26923,17.78846,34.61538
Vanuatu,VUT,Regulatory Quality: Percentile Rank,RQ.PER.RNK,41.82692,42.30769,43.26923,39.42308,34.13462
Vanuatu,VUT,Rule of Law: Percentile Rank,RL.PER.RNK,63.94231,59.61538,62.98077,68.75,64.42308
Vanuatu,VUT,Voice and Accountability: Percentile Rank,VA.PER.RNK,67.98029,67.98029,69.95074,69.95074,66.00985
"Venezuela, RB",VEN,Control of Corruption: Percentile Rank,CC.PER.RNK,4.326923,4.326923,6.730769,7.211538,4.807693
"Venezuela, RB",VEN,Government Effectiveness: Percentile Rank,GE.PER.RNK,11.05769,10.57692,8.173077,7.692307,4.807693
"Venezuela, RB",VEN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,2.884615,2.403846,2.403846,2.403846,0.4807692
"Venezuela, RB",VEN,Rule of Law: Percentile Rank,RL.PER.RNK,0.4807692,0.4807692,0.4807692,0.4807692,0
"Venezuela, RB",VEN,Voice and Accountability: Percentile Rank,VA.PER.RNK,19.70443,19.70443,17.24138,14.28571,10.34483
Vietnam,VNM,Control of Corruption: Percentile Rank,CC.PER.RNK,40.86538,41.82692,37.5,31.25,37.98077
Vietnam,VNM,Government Effectiveness: Percentile Rank,GE.PER.RNK,51.44231,55.28846,53.84615,53.36538,53.36538
Vietnam,VNM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,30.76923,35.57692,35.09615,36.53846,36.53846
Vietnam,VNM,Rule of Law: Percentile Rank,RL.PER.RNK,41.82692,43.75,56.73077,56.25,54.32692
Vietnam,VNM,Voice and Accountability: Percentile Rank,VA.PER.RNK,9.359606,10.34483,10.34483,10.83744,9.359606
Virgin Islands (U.S.),VIR,Control of Corruption: Percentile Rank,CC.PER.RNK,74.03846,72.59615,72.11539,73.07692,73.55769
Virgin Islands (U.S.),VIR,Government Effectiveness: Percentile Rank,GE.PER.RNK,86.53846,86.53846,87.98077,76.44231,76.44231
Virgin Islands (U.S.),VIR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,70.19231,70.19231,78.36539,77.88461,77.40385
Virgin Islands (U.S.),VIR,Rule of Law: Percentile Rank,RL.PER.RNK,59.13462,78.84615,73.07692,73.55769,84.61539
Virgin Islands (U.S.),VIR,Voice and Accountability: Percentile Rank,VA.PER.RNK,..,..,..,..,..
West Bank and Gaza,PSE,Control of Corruption: Percentile Rank,CC.PER.RNK,49.51923,40.38462,51.92308,56.25,48.55769
West Bank and Gaza,PSE,Government Effectiveness: Percentile Rank,GE.PER.RNK,34.13462,37.5,29.32692,36.53846,20.67308
West Bank and Gaza,PSE,Regulatory Quality: Percentile Rank,RQ.PER.RNK,59.13462,55.76923,55.28846,56.25,57.21154
West Bank and Gaza,PSE,Rule of Law: Percentile Rank,RL.PER.RNK,40.86538,36.05769,40.86538,36.53846,33.17308
West Bank and Gaza,PSE,Voice and Accountability: Percentile Rank,VA.PER.RNK,22.6601,21.67488,18.71921,21.67488,23.15271
"Yemen, Rep.",YEM,Control of Corruption: Percentile Rank,CC.PER.RNK,1.923077,2.884615,1.442308,1.442308,0.9615384
"Yemen, Rep.",YEM,Government Effectiveness: Percentile Rank,GE.PER.RNK,6.730769,3.365385,1.923077,1.442308,0.4807692
"Yemen, Rep.",YEM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,18.75,12.01923,5.288462,5.769231,5.288462
"Yemen, Rep.",YEM,Rule of Law: Percentile Rank,RL.PER.RNK,7.692307,7.211538,3.365385,2.403846,1.923077
"Yemen, Rep.",YEM,Voice and Accountability: Percentile Rank,VA.PER.RNK,11.82266,7.389163,5.418719,5.418719,3.940887
Zambia,ZMB,Control of Corruption: Percentile Rank,CC.PER.RNK,45.19231,45.67308,41.34615,34.61538,27.88461
Zambia,ZMB,Government Effectiveness: Percentile Rank,GE.PER.RNK,33.17308,32.69231,27.40385,28.84615,33.17308
Zambia,ZMB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,32.69231,36.53846,32.69231,33.65385,35.09615
Zambia,ZMB,Rule of Law: Percentile Rank,RL.PER.RNK,47.11538,47.11538,43.26923,41.34615,40.86538
Zambia,ZMB,Voice and Accountability: Percentile Rank,VA.PER.RNK,44.33498,45.81281,35.96059,35.96059,35.96059
Zimbabwe,ZWE,Control of Corruption: Percentile Rank,CC.PER.RNK,4.807693,6.730769,9.615385,9.615385,10.09615
Zimbabwe,ZWE,Government Effectiveness: Percentile Rank,GE.PER.RNK,11.53846,12.01923,11.05769,11.05769,10.57692
Zimbabwe,ZWE,Regulatory Quality: Percentile Rank,RQ.PER.RNK,2.403846,3.365385,3.365385,3.846154,4.326923
Zimbabwe,ZWE,Rule of Law: Percentile Rank,RL.PER.RNK,4.807693,6.25,8.173077,7.692307,8.173077
Zimbabwe,ZWE,Voice and Accountability: Percentile Rank,VA.PER.RNK,13.7931,15.76355,14.77833,14.77833,16.74877
,,,,,,,,
,,,,,,,,
,,,,,,,,
Data from database: Worldwide Governance Indicators,,,,,,,,
Last Updated: 11/07/2019,,,,,,,,
